eta,population,count,index_median_1based,row_nnz_median,row_nnz_mean,abs_b_median,abs_xstar_median,diag_A_median,diag_Q_median,P_leverage_median
0.0,selected,84,13394.5,42.0,35.023809523809526,0.0,0.0077106517633839435,1791.2575313507514,0.11283940110159657,21.18593048207656
0.0,candidate_pool,1600,15789.5,26.0,31.45875,0.0,0.012651408075748397,1796.3337695986052,0.11369892914516339,28.836187209103436
0.0,all_coordinates,21570,10785.5,26.0,30.59749652294854,0.0,0.025458939821862602,1674.660944300318,,
0.05,selected,55,16589.0,42.0,38.472727272727276,0.0,0.016603246585422206,1800.499934795672,0.14165954801127612,31.52110055350665
0.05,candidate_pool,1600,15789.5,26.0,31.45875,0.0,0.012651408075748397,1796.3337695986052,0.11369892914516339,28.836187209103436
0.05,all_coordinates,21570,10785.5,26.0,30.59749652294854,0.0,0.025458939821862602,1674.660944300318,,
0.15,selected,13,19364.0,26.0,34.15384615384615,0.0,0.0007379132805410535,2554.028620647544,0.1719132427052661,215.59388238818298
0.15,candidate_pool,1600,15789.5,26.0,31.45875,0.0,0.012651408075748397,1796.3337695986052,0.11369892914516339,28.836187209103436
0.15,all_coordinates,21570,10785.5,26.0,30.59749652294854,0.0,0.025458939821862602,1674.660944300318,,
